epoch_ms,cpu_ticks,rss_kb
1789882905972,0,23028
1789882906081,10,88404
1789882906190,16,96492
1789882906298,16,96492
1789882906406,16,96492
1789882906515,16,97852
1789882906624,24,100104
1789882906733,29,102160
1789882906841,35,103428
1789882906950,41,104700
1789882907059,47,107108
1789882907169,54,107276
1789882907278,60,108572
1789882907387,66,109036
1789882907496,72,109260
1789882907605,78,109304
1789882907714,84,111320
1789882907823,93,118096
1789882907932,100,115544
1789882908041,109,119776
1789882908150,116,121320
1789882908259,120,121360
1789882908369,126,121368
1789882908477,129,121372
1789882908586,129,121372
1789882908694,129,121372
1789882908803,129,121372
1789882908911,129,121372
1789882909020,129,121372
1789882909128,129,121372
1789882909237,129,121372
1789882909345,129,121372
1789882909454,129,121372
1789882909563,129,121372
1789882909671,129,121372
1789882909779,129,121372
1789882909887,129,121372
1789882909996,129,121372
1789882910104,129,121372
1789882910213,129,121372
1789882910322,129,121372
1789882910431,129,121372
1789882910539,129,121372
1789882910648,129,121372
1789882910756,129,121372
1789882910865,129,121372
1789882910974,129,121372
1789882911083,129,121396
1789882911191,129,121396
1789882911300,129,121396
1789882911408,129,121396
1789882911517,129,121396
1789882911625,135,121420
