epoch_ms,cpu_ticks,rss_kb
1790063007209,0,12424
1790063007317,2,40676
1790063007425,2,40592
1790063007533,2,40484
1790063007641,2,40484
1790063007749,3,42728
1790063007858,10,51868
1790063007968,19,58028
1790063008077,26,67196
1790063008187,33,78064
1790063008296,38,75408
1790063008405,48,74924
1790063008513,54,77864
1790063008623,64,95460
1790063008732,71,84788
1790063008842,80,93216
1790063008952,89,102408
1790063009061,98,98912
1790063009170,107,87052
1790063009279,111,86160
1790063009388,117,89180
1790063009497,121,87812
1790063009605,121,82248
1790063009714,121,82248
1790063009822,122,78940
1790063009930,122,78940
1790063010038,122,78944
1790063010146,122,78944
1790063010254,122,78824
1790063010363,123,73284
1790063010471,123,73284
1790063010580,123,73284
1790063010687,123,73284
1790063010795,123,73284
1790063010904,123,73284
1790063011012,123,73284
1790063011120,123,73284
1790063011228,123,73284
1790063011336,123,73284
1790063011444,123,73284
1790063011552,123,73284
1790063011660,123,73284
1790063011769,123,73284
1790063011877,123,73284
1790063011986,123,73284
1790063012095,123,73284
1790063012203,123,73288
1790063012311,123,73288
1790063012420,123,73288
1790063012529,123,73288
1790063012637,128,77272
