epoch_ms,cpu_ticks,rss_kb
1790059705392,0,13104
1790059705501,2,41572
1790059705609,2,41428
1790059705718,2,41428
1790059705826,2,41428
1790059705934,3,43524
1790059706043,10,52800
1790059706153,19,58876
1790059706262,25,67712
1790059706371,32,70316
1790059706481,38,68736
1790059706590,47,74660
1790059706700,54,77104
1790059706810,62,89844
1790059706919,69,79264
1790059707028,77,90636
1790059707138,85,98432
1790059707247,94,101884
1790059707357,103,83288
1790059707466,108,83920
1790059707575,113,84380
1790059707684,116,83124
1790059707792,117,75180
1790059707901,117,75180
1790059708009,117,73612
1790059708118,117,73612
1790059708226,117,73612
1790059708335,117,73612
1790059708444,117,73612
1790059708553,117,73612
1790059708662,117,73612
1790059708772,117,73612
1790059708881,117,73612
1790059708989,117,73612
1790059709098,117,73612
1790059709206,117,73612
1790059709315,117,73612
1790059709423,117,73612
1790059709532,117,73612
1790059709640,117,73612
1790059709748,117,73612
1790059709857,117,73612
1790059709966,118,73596
1790059710074,118,71568
1790059710182,118,71568
1790059710291,118,71568
1790059710399,119,71568
1790059710507,119,71572
1790059710616,119,71572
1790059710724,119,71572
1790059710834,124,79388
1790059710943,132,81324
1790059711053,142,80632
1790059711162,152,82364
1790059711273,164,83328
1790059711382,175,83044
1790059711493,185,87716
1790059711603,195,90852
1790059711712,206,93812
1790059711825,217,95620
1790059711936,227,93124
1790059712045,237,90788
1790059712155,249,91764
1790059712265,259,91732
1790059712374,269,90896
1790059712484,280,91416
1790059712593,291,93388
1790059712702,303,94856
1790059712811,316,103936
1790059712921,328,118776
1790059713031,338,161252
1790059713140,349,162480
1790059713250,357,152564
1790059713360,364,139132
1790059713469,371,109044
