epoch_ms,cpu_ticks,rss_kb
1790063177953,0,14452
1790063178061,4,53136
1790063178169,4,53136
1790063178278,4,53136
1790063178387,4,53136
1790063178496,5,54920
1790063178605,13,62148
1790063178714,19,66792
1790063178823,25,67748
1790063178932,33,73096
1790063179041,40,76888
1790063179150,46,77952
1790063179259,53,80384
1790063179368,60,80668
1790063179478,68,81808
1790063179587,75,81864
1790063179697,83,86736
1790063179807,92,93944
1790063179916,101,94592
1790063180024,110,94996
1790063180133,114,97788
1790063180242,121,99412
1790063180351,125,99580
1790063180459,125,99580
1790063180567,125,99580
1790063180676,125,99580
1790063180784,125,99580
1790063180892,125,99580
1790063181000,125,99580
1790063181109,125,99580
1790063181217,125,99580
1790063181325,125,99580
1790063181434,125,99580
1790063181543,125,99580
1790063181651,125,99580
1790063181759,125,99580
1790063181868,125,99580
1790063181977,125,99580
1790063182085,125,99580
1790063182194,125,99580
1790063182302,125,99580
1790063182410,125,99580
1790063182518,125,99580
1790063182627,125,99580
1790063182736,125,99580
1790063182844,125,99580
1790063182952,125,99580
1790063183061,126,99616
1790063183169,126,99616
1790063183277,126,99616
1790063183386,126,99616
1790063183495,131,99308
1790063183605,138,99472
1790063183714,149,99948
1790063183824,159,101508
1790063183934,171,103444
1790063184043,182,103896
1790063184154,194,106752
1790063184263,206,113708
1790063184373,215,115628
1790063184482,226,117372
1790063184591,237,118024
1790063184700,248,119032
1790063184810,258,119272
1790063184919,269,120320
1790063185028,280,121976
1790063185136,291,134900
1790063185247,303,147428
1790063185356,315,147440
1790063185466,328,147656
1790063185576,339,148908
1790063185685,351,148620
1790063185794,359,148684
1790063185903,367,148696
