epoch_ms,cpu_ticks,rss_kb
1788976979934,0,15616
1788976980042,4,52100
1788976980150,4,52100
1788976980258,4,52100
1788976980366,4,52100
1788976980475,5,53916
1788976980584,12,60864
1788976980692,20,71220
1788976980801,27,82648
1788976980910,35,93884
1788976981019,44,104304
1788976981128,55,111088
1788976981237,64,122152
1788976981346,73,128396
1788976981455,82,128488
1788976981564,90,129656
1788976981673,97,129712
1788976981781,105,130000
1788976981891,114,131376
1788976981999,123,132544
1788976982108,131,132652
1788976982218,140,132808
1788976982326,151,132840
1788976982435,158,132888
