epoch_ms,cpu_ticks,rss_kb
1788976977265,0,15996
1788976977373,9,54052
1788976977482,11,56192
1788976977591,11,56192
1788976977698,11,56192
1788976977807,13,58032
1788976977916,19,64728
1788976978025,26,74584
1788976978134,33,85996
1788976978243,40,95240
1788976978351,48,108140
1788976978460,57,114020
1788976978569,67,123408
1788976978679,75,131932
1788976978788,83,134264
1788976978897,91,142252
1788976979006,98,149204
1788976979115,106,155172
1788976979224,113,163208
1788976979332,121,170816
1788976979441,129,170940
1788976979550,137,171152
1788976979659,145,171384
1788976979768,155,171556
1788976979877,162,171588
