epoch_ms,cpu_ticks,rss_kb
1788976970074,0,10284
1788976970183,3,36788
1788976970291,3,36096
1788976970399,3,36096
1788976970508,3,36096
1788976970616,3,38660
1788976970725,10,52036
1788976970834,18,57196
1788976970943,24,58004
1788976971053,32,64992
1788976971162,39,67440
1788976971271,49,69980
1788976971381,58,91116
1788976971491,66,87864
1788976971600,73,85892
1788976971709,80,87120
1788976971819,89,97792
1788976971928,95,84500
1788976972037,103,88584
1788976972147,111,89304
1788976972255,119,92232
1788976972365,128,89888
1788976972474,137,90232
