epoch_ms,cpu_ticks,rss_kb
1788976964850,0,20668
1788976964959,14,95400
1788976965067,16,97248
1788976965175,16,97248
1788976965284,16,97248
1788976965392,17,98612
1788976965500,24,100908
1788976965609,31,107224
1788976965717,39,117872
1788976965827,46,129388
1788976965936,54,142264
1788976966045,66,143228
1788976966154,75,144904
1788976966263,84,144728
1788976966372,92,144436
1788976966482,100,144548
1788976966592,107,144596
1788976966701,115,144832
1788976966810,122,144972
1788976966919,132,145040
1788976967028,140,141680
1788976967136,150,141696
1788976967245,159,141748
