epoch_ms,cpu_ticks,rss_kb
1788976982526,0,13768
1788976982634,5,51504
1788976982743,5,51504
1788976982851,5,51504
1788976982959,5,51504
1788976983068,6,53716
1788976983177,13,60856
1788976983285,20,71824
1788976983395,27,83380
1788976983503,36,94904
1788976983612,45,104948
1788976983721,56,111792
1788976983831,65,123712
1788976983940,75,129180
1788976984048,84,129220
1788976984158,91,130700
1788976984267,98,130764
1788976984376,107,132072
1788976984485,115,132508
1788976984594,125,133228
1788976984703,135,133292
1788976984812,143,133936
1788976984921,154,133984
1788976985030,161,134020
