epoch_ms,cpu_ticks,rss_kb
1789385614753,0,11380
1789385614861,2,36632
1789385614969,2,36048
1789385615078,2,36048
1789385615186,2,36048
1789385615294,3,39124
1789385615403,10,52196
1789385615512,17,58112
1789385615621,25,59344
1789385615730,31,67556
1789385615838,37,69292
1789385615948,45,71708
1789385616056,52,71508
1789385616166,61,75184
1789385616275,69,79676
1789385616384,78,97320
1789385616493,87,92568
1789385616603,94,91100
1789385616713,102,89884
1789385616822,109,86524
1789385616931,117,87096
1789385617040,125,109004
1789385617150,133,102636
1789385617259,141,100204
1789385617369,152,85068
1789385617477,158,83552
