epoch_ms,cpu_ticks,rss_kb
1789385609014,0,21012
1789385609123,15,93508
1789385609231,16,96476
1789385609339,16,96476
1789385609447,16,96476
1789385609555,16,97844
1789385609663,23,99416
1789385609771,31,105400
1789385609881,39,115568
1789385609989,46,126468
1789385610098,55,135376
1789385610207,63,139256
1789385610315,71,139464
1789385610424,79,140996
1789385610534,88,141076
1789385610643,96,142216
1789385610752,107,144360
1789385610861,116,144024
1789385610970,124,141972
1789385611079,131,142064
1789385611188,138,142100
1789385611297,145,142188
1789385611406,155,143444
1789385611515,164,140072
1789385611624,173,140204
1789385611733,184,140372
1789385611842,190,140420
