epoch_ms,cpu_ticks,rss_kb
1789385625814,0,15712
1789385625923,4,52360
1789385626031,4,52360
1789385626140,4,52360
1789385626247,4,52360
1789385626356,5,54476
1789385626465,12,61076
1789385626574,19,71928
1789385626683,27,83052
1789385626792,34,93108
1789385626901,42,103120
1789385627010,51,109956
1789385627119,58,112348
1789385627228,65,116172
1789385627336,77,145720
1789385627445,86,146216
1789385627554,94,150000
1789385627663,103,150020
1789385627772,110,150084
1789385627881,119,150480
1789385627991,126,150896
1789385628100,133,151932
1789385628209,143,153756
1789385628319,152,154008
1789385628428,161,154348
1789385628537,171,154416
1789385628646,179,155012
