epoch_ms,cpu_ticks,rss_kb
1789385628726,0,14588
1789385628835,5,52436
1789385628943,5,52436
1789385629052,5,52436
1789385629161,5,52436
1789385629271,6,54564
1789385629382,12,56952
1789385629493,19,65812
1789385629603,27,77212
1789385629712,36,87064
1789385629821,43,98048
1789385629930,52,107404
1789385630041,61,113596
1789385630150,69,113756
1789385630259,77,132276
1789385630368,87,150080
1789385630478,97,158608
1789385630587,106,159912
1789385630696,115,160008
1789385630805,122,160124
1789385630914,130,160564
1789385631022,137,160608
1789385631131,145,162316
1789385631240,156,162060
1789385631349,166,162232
1789385631458,176,162348
1789385631566,186,162704
1789385631675,191,0
