epoch_ms,cpu_ticks,rss_kb
1789385620171,0,11864
1789385620279,3,41644
1789385620387,3,41440
1789385620496,3,41440
1789385620605,3,41440
1789385620713,3,43464
1789385620821,10,53388
1789385620930,20,58820
1789385621040,28,60060
1789385621150,35,67864
1789385621259,42,70196
1789385621368,49,73424
1789385621477,57,73032
1789385621586,68,76180
1789385621696,77,91776
1789385621806,87,105728
1789385621915,96,101496
1789385622025,107,101440
1789385622134,116,84508
1789385622244,124,83716
1789385622353,132,100464
1789385622462,142,100972
1789385622571,152,93284
1789385622680,163,93560
1789385622789,170,92744
