epoch_ms,cpu_ticks,rss_kb
1789156932924,0,11040
1789156933033,3,41600
1789156933142,3,41464
1789156933251,3,41464
1789156933359,3,41464
1789156933468,3,43488
1789156933578,10,52680
1789156933687,19,58700
1789156933796,28,59748
1789156933906,35,68512
1789156934015,42,70664
1789156934124,50,73624
1789156934233,58,73432
1789156934342,69,79120
1789156934452,78,97564
1789156934561,89,100220
1789156934671,98,85984
1789156934780,108,92148
1789156934889,117,90124
1789156934998,124,86416
1789156935108,133,103268
1789156935217,142,103972
1789156935327,153,100400
1789156935437,164,95144
1789156935549,172,95520
