epoch_ms,cpu_ticks,rss_kb
1789156918541,0,18108
1789156918650,10,85612
1789156918758,16,95816
1789156918867,16,95816
1789156918976,16,95816
1789156919084,17,97172
1789156919194,24,98892
1789156919303,31,104464
1789156919413,38,114868
1789156919522,45,125028
1789156919631,53,132724
1789156919741,59,137628
1789156919850,66,137744
1789156919959,74,138604
1789156920068,83,139152
1789156920178,90,141820
1789156920287,101,142304
1789156920396,111,142068
1789156920505,119,140308
1789156920614,126,140400
1789156920723,132,140464
1789156920832,139,140500
1789156920942,147,141588
1789156921051,155,141540
1789156921160,163,138232
1789156921269,173,138436
1789156921379,181,138500
