epoch_ms,cpu_ticks,rss_kb
1789156938729,0,16996
1789156938837,5,52084
1789156938946,5,52084
1789156939055,5,52084
1789156939164,5,52084
1789156939273,6,54216
1789156939382,12,61380
1789156939492,20,73496
1789156939601,27,83252
1789156939710,36,93500
1789156939820,44,102408
1789156939929,51,111600
1789156940038,59,112088
1789156940147,68,119592
1789156940257,78,147876
1789156940366,86,153900
1789156940474,97,160528
1789156940585,105,160540
1789156940708,112,160664
1789156940829,120,160736
1789156940945,126,161044
1789156941061,134,161256
1789156941179,142,161304
1789156941289,149,161320
1789156941403,158,162340
1789156941516,169,162024
1789156941630,178,162116
1789156941743,188,162228
1789156941855,196,162312
1789156941965,206,162404
1789156942074,213,162428
