epoch_ms,cpu_ticks,rss_kb
1789156924427,0,20504
1789156924536,17,97104
1789156924644,17,97104
1789156924753,17,97104
1789156924861,17,97104
1789156924970,18,98472
1789156925079,25,100136
1789156925189,33,106128
1789156925298,41,116228
1789156925408,49,126856
1789156925518,58,135384
1789156925627,66,138872
1789156925737,73,138984
1789156925846,81,139276
1789156925956,92,140860
1789156926065,100,141128
1789156926174,109,141860
1789156926283,119,141900
1789156926393,129,141836
1789156926502,137,141912
1789156926611,144,141964
1789156926720,151,141996
1789156926829,157,142036
1789156926940,167,142980
1789156927050,179,139620
1789156927159,189,139700
1789156927269,199,139744
1789156927378,205,139776
