epoch_ms,cpu_ticks,rss_kb
1789156930193,0,7520
1789156930301,2,41156
1789156930410,2,41008
1789156930518,2,40892
1789156930627,2,40892
1789156930735,4,42916
1789156930844,10,51964
1789156930953,19,57816
1789156931063,27,58968
1789156931173,34,66840
1789156931283,41,69076
1789156931395,49,71992
1789156931504,57,71288
1789156931614,67,74528
1789156931723,77,81624
1789156931832,86,97596
1789156931942,95,100188
1789156932051,105,100100
1789156932160,113,94372
1789156932269,122,90844
1789156932379,130,103144
1789156932488,138,99644
1789156932597,147,105272
1789156932707,157,88180
1789156932816,167,86000
