epoch_ms,cpu_ticks,rss_kb
1789156935676,0,11432
1789156935786,4,36852
1789156935896,8,50468
1789156936006,10,56060
1789156936115,10,56060
1789156936224,11,57884
1789156936334,17,64472
1789156936446,25,75628
1789156936555,34,85224
1789156936671,41,94408
1789156936782,48,103496
1789156936891,56,111556
1789156937000,63,119012
1789156937109,70,119364
1789156937218,78,128860
1789156937327,87,155876
1789156937437,95,165720
1789156937547,105,166584
1789156937656,114,166656
1789156937765,122,166704
1789156937874,128,167028
1789156937982,135,167060
1789156938092,142,167204
1789156938202,151,167980
1789156938312,159,168008
1789156938421,166,168152
1789156938530,178,168216
1789156938639,185,168344
