epoch_ms,cpu_ticks,rss_kb
1789156921499,0,20000
1789156921609,13,90624
1789156921717,17,96100
1789156921826,17,96100
1789156921935,17,96100
1789156922043,17,97460
1789156922152,23,99132
1789156922261,31,104776
1789156922371,39,115152
1789156922480,46,125672
1789156922589,55,134368
1789156922698,62,138036
1789156922807,69,138140
1789156922916,77,139668
1789156923026,87,139720
1789156923135,96,140716
1789156923244,106,143276
1789156923354,116,142208
1789156923462,124,140484
1789156923572,132,140572
1789156923681,138,140636
1789156923791,145,140708
1789156923900,154,141848
1789156924009,164,141888
1789156924118,173,138520
1789156924228,184,138600
1789156924337,192,138984
