epoch_ms,cpu_ticks,rss_kb
1789156927412,0,11232
1789156927521,3,36852
1789156927629,3,36184
1789156927737,3,36184
1789156927846,3,36184
1789156927955,4,39204
1789156928065,10,49652
1789156928174,18,57896
1789156928284,25,59060
1789156928393,31,66388
1789156928502,38,68180
1789156928611,45,71136
1789156928721,52,71100
1789156928830,62,74392
1789156928939,70,80480
1789156929049,78,95280
1789156929158,88,93976
1789156929268,94,84840
1789156929377,103,91568
1789156929486,109,85928
1789156929595,116,83868
1789156929705,124,103624
1789156929814,133,100868
1789156929924,141,102044
1789156930033,151,91988
1789156930143,158,91552
