epoch_ms,cpu_ticks,rss_kb
1790404067966,0,10824
1790404068075,3,42024
1790404068183,3,41888
1790404068291,3,41888
1790404068400,3,41888
1790404068511,4,44028
1790404068621,11,52372
1790404068729,19,58480
1790404068838,26,65224
1790404068948,32,79964
1790404069058,39,78448
1790404069167,47,75948
1790404069275,55,76648
1790404069385,62,80804
1790404069496,72,92172
1790404069605,77,90964
1790404069714,84,90108
1790404069824,93,98440
1790404069934,102,102652
1790404070043,111,96232
1790404070152,119,94788
1790404070262,124,93220
1790404070371,130,95420
1790404070480,133,94492
1790404070589,133,86144
1790404070698,133,86144
1790404070807,135,78920
1790404070916,135,78920
1790404071026,135,78920
1790404071134,135,78920
1790404071243,135,78920
1790404071352,135,78920
1790404071461,135,78920
1790404071569,135,78920
1790404071679,135,78920
1790404071787,135,78920
1790404071896,135,78920
1790404072006,135,78920
1790404072114,135,78920
1790404072223,135,78920
1790404072332,135,78920
1790404072440,135,78920
1790404072549,135,78920
1790404072658,135,78920
1790404072767,135,78920
1790404072875,135,78920
1790404072984,135,78920
1790404073093,135,78932
1790404073201,135,78932
1790404073310,135,78932
1790404073419,135,78932
1790404073528,135,78932
1790404073639,141,86092
1790404073747,148,88076
1790404073855,156,89268
1790404073965,163,92224
1790404074075,175,96016
1790404074185,186,95928
1790404074294,197,95528
1790404074404,207,96512
1790404074514,216,97328
1790404074624,226,98708
1790404074734,236,97656
1790404074843,247,96884
1790404074953,255,95424
1790404075063,266,95280
1790404075172,276,95672
1790404075283,288,94504
1790404075393,297,94532
1790404075502,306,94796
1790404075611,317,96712
1790404075720,330,99380
1790404075830,338,97848
1790404075939,350,97948
1790404076049,361,98688
1790404076158,370,99140
1790404076267,380,99148
1790404076377,389,99148
1790404076486,401,108696
1790404076595,410,105832
1790404076705,422,107884
1790404076815,432,123496
1790404076925,445,138964
1790404077034,455,187380
1790404077144,465,170136
1790404077253,472,181556
1790404077362,480,171180
1790404077471,489,151544
1790404077580,500,131068
1790404077690,510,126152
