epoch_ms,cpu_ticks,rss_kb
1789069184617,0,21008
1789069184726,14,94432
1789069184834,16,97724
1789069184942,16,97724
1789069185050,16,97724
1789069185160,17,99088
1789069185268,24,100924
1789069185376,32,107260
1789069185486,40,117644
1789069185595,48,128300
1789069185704,55,142988
1789069185813,68,145000
1789069185922,76,145640
1789069186031,86,147512
1789069186140,94,146188
1789069186249,103,146296
1789069186358,110,146348
1789069186467,117,146416
1789069186576,125,146700
1789069186685,132,146936
1789069186794,141,146948
1789069186902,150,143572
1789069187011,160,143660
1789069187120,169,143696
