epoch_ms,cpu_ticks,rss_kb
1789068546694,0,14084
1789068546803,4,51784
1789068546912,4,51784
1789068547020,4,51784
1789068547129,4,51784
1789068547237,5,53688
1789068547346,12,61912
1789068547455,20,71684
1789068547564,28,83240
1789068547673,35,94160
1789068547783,44,106516
1789068547891,55,115032
1789068548001,64,123792
1789068548111,72,131192
1789068548219,81,134648
1789068548328,88,143096
1789068548437,95,149396
1789068548546,104,156104
1789068548655,112,164472
1789068548765,122,169960
1789068548873,131,170060
1789068548983,139,170212
1789068549092,149,170232
1789068549202,160,170264
1789068549312,167,170316
