epoch_ms,cpu_ticks,rss_kb
1789069202833,0,15916
1789069202942,4,51448
1789069203050,4,51448
1789069203159,4,51448
1789069203267,4,51448
1789069203375,5,53624
1789069203485,12,60888
1789069203595,20,69424
1789069203705,28,80388
1789069203814,37,88456
1789069203924,45,100520
1789069204033,56,112552
1789069204141,66,121908
1789069204250,75,130460
1789069204359,83,133288
1789069204468,92,140624
1789069204578,99,147772
1789069204687,107,153856
1789069204795,116,162980
1789069204904,125,170900
1789069205013,135,171236
1789069205122,145,171352
1789069205230,154,171564
1789069205339,164,171684
1789069205447,171,171764
