epoch_ms,cpu_ticks,rss_kb
1789633819043,0,13064
1789633819153,2,41360
1789633819262,2,41224
1789633819372,2,41224
1789633819481,2,41224
1789633819590,3,43256
1789633819699,11,53436
1789633819810,19,59384
1789633819920,28,60612
1789633820030,35,68292
1789633820141,42,71452
1789633820250,50,73160
1789633820360,57,73700
1789633820470,67,76576
1789633820580,77,82788
1789633820690,87,103700
1789633820799,98,93892
1789633820909,106,90460
1789633821019,116,91960
1789633821128,125,87520
1789633821238,134,87388
1789633821349,143,104608
1789633821459,153,106052
1789633821568,164,90892
1789633821678,173,91284
