epoch_ms,cpu_ticks,rss_kb
1789633827767,0,16832
1789633827876,5,52368
1789633827985,5,52368
1789633828094,5,52368
1789633828204,5,52368
1789633828313,5,54268
1789633828423,14,61712
1789633828533,21,73124
1789633828643,29,83992
1789633828752,37,94036
1789633828862,47,104496
1789633828972,54,111696
1789633829082,62,113876
1789633829191,71,117580
1789633829301,83,147712
1789633829411,91,148200
1789633829520,100,151568
1789633829630,109,151576
1789633829740,116,151620
1789633829848,124,152260
1789633829959,132,152900
1789633830068,139,153356
1789633830178,150,155456
1789633830288,159,155592
1789633830397,169,155864
1789633830507,180,156144
1789633830616,188,156560
