epoch_ms,cpu_ticks,rss_kb
1789633807653,0,20960
1789633807763,14,94280
1789633807872,17,97816
1789633807982,17,97816
1789633808091,17,97816
1789633808200,17,99180
1789633808310,25,101264
1789633808419,33,107476
1789633808528,41,118212
1789633808638,49,129464
1789633808747,57,136516
1789633808857,65,139756
1789633808967,73,139776
1789633809077,81,141304
1789633809186,91,141360
1789633809296,100,143900
1789633809405,110,146176
1789633809515,120,142992
1789633809624,129,143052
1789633809733,136,143152
1789633809843,144,143200
1789633809953,151,143328
1789633810063,160,144672
1789633810174,170,144680
1789633810284,179,141372
1789633810395,191,141476
1789633810505,199,141608
