epoch_ms,cpu_ticks,rss_kb
1789633821786,0,14548
1789633821895,3,36344
1789633822004,8,53064
1789633822113,9,55184
1789633822222,9,55184
1789633822332,9,57244
1789633822442,17,62296
1789633822551,25,74716
1789633822661,31,85692
1789633822772,38,95280
1789633822882,46,106388
1789633822992,53,112716
1789633823102,61,118884
1789633823212,68,118912
1789633823322,78,140188
1789633823432,86,155424
1789633823542,95,164176
1789633823652,104,164808
1789633823762,112,164824
1789633823871,119,165140
1789633823984,126,165416
1789633824096,133,165460
1789633824205,141,166280
1789633824315,150,166400
1789633824425,158,166444
1789633824534,167,166612
1789633824644,177,166688
1789633824754,184,166740
