epoch_ms,cpu_ticks,rss_kb
1790063054183,0,21056
1790063054292,15,97424
1790063054400,16,98204
1790063054508,16,98204
1790063054616,16,98204
1790063054725,17,99784
1790063054834,24,101792
1790063054943,32,104140
1790063055052,38,105092
1790063055161,45,106492
1790063055270,52,107764
1790063055379,58,107948
1790063055488,65,110084
1790063055596,72,110300
1790063055705,78,110788
1790063055814,84,110888
1790063055923,92,113916
1790063056032,102,118816
1790063056142,111,117540
1790063056250,121,121228
1790063056360,126,121248
1790063056469,132,121284
1790063056578,137,121292
1790063056686,137,121292
1790063056794,137,121292
1790063056903,137,121292
1790063057012,137,121292
1790063057121,137,121292
1790063057229,137,121292
1790063057338,137,121292
1790063057446,137,121292
1790063057555,137,121292
1790063057663,137,121292
1790063057772,137,121292
1790063057880,137,121292
1790063057989,137,121292
1790063058098,137,121292
1790063058207,137,121292
1790063058315,137,121292
1790063058424,137,121292
1790063058532,137,121292
1790063058640,137,121292
1790063058749,137,121292
1790063058857,137,121292
1790063058966,137,121292
1790063059074,137,121292
1790063059183,137,121300
1790063059292,137,121328
1790063059400,137,121328
1790063059509,137,121328
1790063059617,137,121328
1790063059725,139,121328
1790063059834,146,121372
1790063059944,158,121596
1790063060053,170,122420
1790063060162,180,124044
1790063060271,191,124932
1790063060380,202,125460
1790063060489,213,125956
1790063060596,224,126480
1790063060706,233,127084
1790063060816,246,127176
1790063060926,259,128588
1790063061035,269,128612
1790063061144,281,128812
1790063061253,292,128988
1790063061362,302,129500
1790063061471,313,129996
1790063061580,324,130024
1790063061689,333,130024
1790063061797,343,130024
1790063061905,355,132512
1790063062013,364,139456
1790063062123,368,0
