epoch_ms,cpu_ticks,rss_kb
1790063062137,0,20780
1790063062246,17,97420
1790063062354,17,97420
1790063062463,17,97420
1790063062571,17,97420
1790063062680,18,98792
1790063062789,24,100836
1790063062898,32,103400
1790063063008,38,104148
1790063063117,45,105680
1790063063226,52,106720
1790063063335,58,106884
1790063063445,65,108944
1790063063554,72,109192
1790063063663,79,109884
1790063063772,84,110084
1790063063882,92,114468
1790063063991,102,117144
1790063064100,114,117280
1790063064210,122,117448
1790063064319,127,117604
1790063064428,133,117880
1790063064537,137,117888
1790063064645,137,117888
1790063064754,137,117888
1790063064863,137,117888
1790063064971,137,117888
1790063065080,137,117888
1790063065189,137,117888
1790063065298,137,117888
1790063065407,137,117888
1790063065515,137,117888
1790063065624,137,117888
1790063065732,137,117888
1790063065840,137,117888
1790063065949,137,117888
1790063066057,137,117888
1790063066166,137,117888
1790063066274,137,117888
1790063066383,137,117888
1790063066491,137,117888
1790063066599,137,117888
1790063066708,137,117888
1790063066817,137,117888
1790063066926,137,117888
1790063067034,137,117888
1790063067143,137,117912
1790063067252,137,117912
1790063067361,137,117912
1790063067469,137,117912
1790063067578,138,117912
1790063067687,141,117932
1790063067796,149,118144
1790063067905,163,119516
1790063068014,174,120704
1790063068123,184,121664
1790063068232,196,122272
1790063068341,208,122988
1790063068451,219,123452
1790063068565,229,123924
1790063068674,239,124264
1790063068783,253,124760
1790063068892,264,126856
1790063069001,275,127284
1790063069111,289,127716
1790063069220,301,128156
1790063069329,313,129112
1790063069438,323,129112
1790063069547,335,129112
1790063069656,345,129112
1790063069765,355,129112
1790063069874,366,129132
1790063069983,373,129160
