epoch_ms,cpu_ticks,rss_kb
1789113231710,0,14396
1789113231819,5,51488
1789113231928,5,51488
1789113232036,5,51488
1789113232145,5,51488
1789113232254,6,53396
1789113232363,12,58028
1789113232473,21,70016
1789113232582,28,80764
1789113232691,36,90132
1789113232801,43,102696
1789113232911,51,109296
1789113233021,63,121472
1789113233131,71,126972
1789113233240,80,134880
1789113233350,89,137292
1789113233460,96,145064
1789113233570,105,150844
1789113233679,113,151088
1789113233790,120,151600
1789113233900,128,152048
1789113234009,138,152160
1789113234120,146,152312
1789113234229,155,152408
1789113234338,166,152712
1789113234447,173,152768
