epoch_ms,cpu_ticks,rss_kb
1789113215125,0,20032
1789113215234,14,92616
1789113215344,17,97452
1789113215453,17,97452
1789113215561,17,97452
1789113215670,18,98808
1789113215779,24,100560
1789113215889,33,106452
1789113215999,40,116152
1789113216108,48,126240
1789113216217,56,137620
1789113216326,64,141572
1789113216436,73,142032
1789113216545,82,142688
1789113216655,92,142944
1789113216764,102,145084
1789113216874,110,142724
1789113216983,119,142832
1789113217092,125,142880
1789113217201,132,142988
1789113217310,140,143120
1789113217420,148,143236
1789113217530,158,139848
1789113217639,167,140116
1789113217749,178,140216
1789113217858,185,140256
