epoch_ms,cpu_ticks,rss_kb
1789113220737,0,12864
1789113220846,4,37584
1789113220955,4,36784
1789113221064,4,36784
1789113221172,4,36784
1789113221282,5,38996
1789113221392,9,50440
1789113221501,18,58076
1789113221610,26,59284
1789113221719,32,65540
1789113221829,38,68412
1789113221939,46,75000
1789113222050,54,78760
1789113222159,63,97044
1789113222269,73,100064
1789113222379,79,91216
1789113222489,87,86068
1789113222598,95,94676
1789113222708,101,86728
1789113222819,108,86212
1789113222929,116,92484
1789113223039,124,95656
1789113223148,133,93448
1789113223258,143,92004
1789113223366,147,91548
