epoch_ms,cpu_ticks,rss_kb
1789113212182,0,12
1789113212316,4,67856
1789113212425,14,93320
1789113212533,16,97236
1789113212642,16,97236
1789113212751,16,97236
1789113212861,19,115240
1789113212970,27,102600
1789113213080,34,109192
1789113213189,41,118480
1789113213299,48,129096
1789113213408,56,135336
1789113213518,63,138852
1789113213627,72,138944
1789113213737,79,142024
1789113213847,90,141952
1789113213956,100,141360
1789113214067,107,140144
1789113214178,115,140248
1789113214287,120,140288
1789113214396,127,140412
1789113214505,134,140588
1789113214614,141,140624
1789113214724,149,137288
1789113214833,158,137512
1789113214943,168,137624
1789113215053,176,137720
