epoch_ms,cpu_ticks,rss_kb
1789113217899,0,19004
1789113218009,17,96496
1789113218118,18,96496
1789113218227,18,96496
1789113218335,18,96496
1789113218444,18,97852
1789113218554,25,99392
1789113218663,33,104536
1789113218773,42,114548
1789113218883,50,124420
1789113218993,59,132448
1789113219103,65,138792
1789113219213,77,140484
1789113219322,84,140500
1789113219432,93,141936
1789113219540,104,143644
1789113219650,113,141972
1789113219760,120,140996
1789113219870,129,141156
1789113219980,136,141284
1789113220089,143,141468
1789113220199,149,141728
1789113220309,162,141640
1789113220418,170,138328
1789113220527,182,138652
1789113220637,190,138740
