epoch_ms,cpu_ticks,rss_kb
1790079782955,0,14256
1790079783064,7,58232
1790079783173,7,56512
1790079783281,7,56512
1790079783390,7,56512
1790079783499,8,58456
1790079783608,14,64728
1790079783718,21,69200
1790079783828,27,69748
1790079783939,32,74848
1790079784048,39,79828
1790079784158,45,80360
1790079784267,52,82252
1790079784377,57,82840
1790079784488,63,84140
1790079784597,70,87528
1790079784707,76,87972
1790079784817,83,88452
1790079784926,91,97480
1790079785037,99,103764
1790079785147,107,105108
1790079785256,115,106640
1790079785366,120,106840
1790079785476,125,107328
1790079785586,130,107492
1790079785695,130,107492
1790079785804,130,107492
1790079785913,130,107492
1790079786021,130,107492
1790079786130,130,107492
1790079786238,130,107492
1790079786347,130,107492
1790079786456,130,107492
1790079786564,130,107492
1790079786674,130,107492
1790079786782,130,107492
1790079786891,130,107492
1790079787000,130,107492
1790079787109,130,107492
1790079787217,130,107492
1790079787326,130,107492
1790079787435,130,107492
1790079787544,130,107492
1790079787653,130,107492
1790079787761,130,107492
1790079787870,130,107492
1790079787979,130,107492
1790079788087,130,107496
1790079788196,130,107540
1790079788305,130,107544
1790079788413,130,107544
1790079788522,130,107544
1790079788631,130,107544
1790079788741,134,107768
1790079788850,142,108384
1790079788960,151,110084
1790079789070,160,97760
1790079789179,170,100180
1790079789289,180,100140
1790079789399,191,104628
1790079789508,201,112628
1790079789617,210,112684
1790079789727,217,112712
1790079789837,226,113216
1790079789946,236,114784
1790079790056,247,117464
1790079790166,256,117632
1790079790276,266,118148
1790079790386,276,118192
1790079790495,285,127604
1790079790605,295,141536
1790079790714,305,141668
1790079790824,315,142528
1790079790933,325,144356
1790079791043,335,150656
1790079791152,345,150888
1790079791262,354,151396
1790079791371,363,151520
1790079791481,370,151660
1790079791591,378,151684
1790079791701,385,168084
1790079791810,397,168080
1790079791922,408,168096
1790079792031,418,168108
